"Ref INS","INE","Municipi","Comarca","Instal·lació","Ubicació UTMX","Ubicació UTMY","Latitud","Longitud","Tipus propietat","Tipus gestió","Titularitat","URL CEEC","CAM","ATL","PAL","PCO","POL","PAV","TEN","PAD","SAL","ESQ","FRO","PET","CON","HIP","GOL","CIR","ROC","SIN","URB","NAT","BIC","ITI","VES","GRA","MAG","SER","AER","POR","REF","COM","Georeferència"
"0801160013","080116","Avià","Berguedà","CASA LLUERT 1 I 2","401111","4657975","42,06761815","1,804685266","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.804685266 42.06761815)"
"0801420011","080142","Aiguafreda","Vallès Oriental","CAN BELLIT","437725","4624615","41,77093359","2,250730145","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/22471","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.250730145 41.77093359)"
"0801550140","080155","Badalona","Barcelonès","PISCINA MUNICIPAL MIREIA BELMONTE","437335","4588548","41,44606524","2,249810994","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/26055","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","POINT (2.249810994 41.44606524)"
"0801930559","080193","Barcelona","Barcelonès","ESCOLA BUDO SENSEI","428021","4581478","41,38160769","2,139161652","Altres privats","Altres privats","Privada no esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/19554","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.139161652 41.38160769)"
"0801930828","080193","Barcelona","Barcelonès","ESCOLA PALMA DE MALLORCA","431316","4587169","41,43315269","2,17791859","Ajuntament","Centre ensenyament infantil i primaria (CEIP)","Pública educativa","No publicada","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","4","0","2","0","0","0","0","0","POINT (2.17791859 41.43315269)"
"0801931290","080193","Barcelona","Barcelonès","COMUNITAT DEL C. DE BELTRÁN I RÓZPIDE, 4-8","426554","4582324","41,38909467","2,121516356","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.121516356 41.38909467)"
"0802720007","080272","Cabanyes, les","Alt Penedès","CIRCUIT URBÀ","390327","4581284","41,37560592","1,688486325","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25365","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.688486325 41.37560592)"
"0804620037","080462","Cardedeu","Vallès Oriental","CARRIL BICI PL. JOAN ALSINA","446775","4610212","41,64187051","2,360895333","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/22720","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","POINT (2.360895333 41.64187051)"
"0805430013","080543","Castellbisbal","Vallès Occidental","DOJO BUDOKAN","414951","4592004","41,47513096","1,981391062","Altres privats","Altres privats","Privada no esportiva","No publicada","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.981391062 41.47513096)"
"0805690074","080569","Castelldefels","Baix Llobregat","COMUNITAT DEL PG. MARÍTIM, 198","413902","4568829","41,26630034","1,972120281","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.972120281 41.26630034)"
"0809610001","080961","Granollers","Vallès Oriental","PISTES DE PETANCA CAN BASSA","440518","4604541","41,59035199","2,286332374","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.286332374 41.59035199)"
"0809610063","080961","Granollers","Vallès Oriental","NÀSTIC GIM","440533","4606029","41,60375493","2,286364709","Privat esportiu","Privat esportiu","Privada esportiva","No publicada","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","POINT (2.286364709 41.60375493)"
"0810430015","081043","Llacuna, la","Anoia","CA L'AMERICANO","377685","4592228","41,47233057","1,535139573","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.535139573 41.47233057)"
"0811080011","081108","Malgrat de Mar","Maresme","CÀMPING RESORT ELS PINS","480871","4610749","41,64825455","2,770283395","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","4","0","0","1","0","0","0","0","POINT (2.770283395 41.64825455)"
"0812130009","081213","Mataró","Maresme","CENTRE CATÒLIC DE MATARÓ","453595","4599093","41,54214911","2,443643787","Institució religiosa","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/27007","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","POINT (2.443643787 41.54214911)"
"0812650033","081265","Montgat","Maresme","CAMP MUNICIPAL D'ESPORTS","439436","4591018","41,46847329","2,274713169","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/26778","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","POINT (2.274713169 41.46847329)"
"0812650062","081265","Montgat","Maresme","COMUNITAT DE LA RONDA 8 DE MARÇ, 72","440437","4591324","41,47130433","2,286669576","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.286669576 41.47130433)"
"0812900006","081290","Muntanyola","Osona","MAS POSTIUS","428015","4637251","41,88391099","2,13237978","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.13237978 41.88391099)"
"0814770014","081477","Olesa de Montserrat","Baix Llobregat","GIMNAS SIR","407830","4599366","41,54064461","1,894992505","Privat esportiu","Privat esportiu","Privada esportiva","No publicada","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","POINT (1.894992505 41.54064461)"
"0815160005","081516","Oristà","Osona","ESCOLA LLEVANT - ZER GAVARRESA","422013","4642745","41,93281846","2,059321837","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.059321837 41.93281846)"
"0816880004","081688","Pontons","Alt Penedès","CENTRE CULTURAL","376063","4585871","41,41483986","1,517024624","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25435","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","POINT (1.517024624 41.41483986)"
"0817270037","081727","Premià de Mar","Maresme","ACTIVAT","446508","4593575","41,49200679","2,359171944","Altres privats","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/27092","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.359171944 41.49200679)"
"0819760012","081976","Sant Andreu de Llavaneres","Maresme","COMUNITAT DEL C. FORNACA, 7-9","456700","4602188","41,57019983","2,48064544","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.48064544 41.57019983)"
"0820090019","082009","Sant Boi de Llobregat","Baix Llobregat","HOTEL EL CASTELL","419987","4577488","41,34491327","2,043616961","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","POINT (2.043616961 41.34491327)"
"0820550126","082055","Sant Cugat del Vallès","Vallès Occidental","COL·LEGI CREA NOVA","421211","4592524","41,48045368","2,056287299","Altres privats","Altres privats","Privada no esportiva","No publicada","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.056287299 41.48045368)"
"0820550453","082055","Sant Cugat del Vallès","Vallès Occidental","COMUNITAT DEL C. DE VERDI, 48","423597","4590587","41,4632393","2,085107922","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.085107922 41.4632393)"
"0821400001","082140","Vilassar de Dalt","Maresme","LLAR-RESIDÈNCIA TORREMAR","446072","4596588","41,51911527","2,353679207","Generalitat de Catalunya","Altres privats","Pública indirecta","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","POINT (2.353679207 41.51911527)"
"0822050016","082205","Sant Julià de Vilatorta","Osona","EL BOSC DEL QUER","443626","4639504","41,90546929","2,320306261","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.320306261 41.90546929)"
"0823030009","082303","Premià de Dalt","Maresme","COMUNITAT DEL C. GERANIS, 25","445242","4593920","41,49502866","2,343975","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.343975 41.49502866)"
"0823030041","082303","Premià de Dalt","Maresme","CAN CASADELLA","445477","4595425","41,50860002","2,346653989","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.346653989 41.50860002)"
"0823840034","082384","Sant Quirze del Vallès","Vallès Occidental","COMUNITAT DE L'AV. D'ÈGARA, 45-47","422658","4599009","41,53900015","2,072783807","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.072783807 41.53900015)"
"0824010036","082401","Sant Sadurní d'Anoia","Alt Penedès","COMUNITAT DE L'AV. DE FRANCESC MACIÀ, 17","398895","4587087","41,42898742","1,789953882","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.789953882 41.42898742)"
"0824570066","082457","Santa Coloma de Gramenet","Barcelonès","CLUB TAEKWONDO HAN RAN","434094","4589099","41,45076838","2,210954939","Privat esportiu","Privat esportiu","Privada esportiva","No publicada","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.210954939 41.45076838)"
"0825410015","082541","Esquirol, l'","Osona","COMUNITAT DE C. MAJOR, 49","447619","4653955","42,03589223","2,367159439","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.367159439 42.03589223)"
"0825920007","082592","Santa Maria de Palautordera","Vallès Oriental","LA GRANJA","455153","4613135","41,66871271","2,461271011","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","1","0","1","0","8","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","0","0","1","1","1","6","0","0","0","1","POINT (2.461271011 41.66871271)"
"0826130018","082613","Santa Susanna","Maresme","HOTEL DON ANGEL","476702","4609191","41,63411049","2,720279865","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","3","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.720279865 41.63411049)"
"0826280018","082628","Sant Vicenç de Castellet","Bages","RESTAURANT HOSTAL CAN FAINÉ","405792","4615011","41,68129865","1,86810336","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.86810336 41.68129865)"
"0827040275","082704","Sitges","Garraf","ALTAVISTA VILLA","401626","4566361","41,24267208","1,825989156","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.825989156 41.24267208)"
"0827980010","082798","Terrassa","Vallès Occidental","DANCE STREET FES GYM","418564","4601403","41,56015448","2,023385022","Altres privats","Altres privats","Privada no esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/28183","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.023385022 41.56015448)"
"0830150033","083015","Viladecans","Baix Llobregat","PLAÇA DE LA HISPANITAT (FORA DE SERVEI)","417188","4573805","41,31145992","2,010667601","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.010667601 41.31145992)"
"0830730108","083073","Vilanova i la Geltrú","Garraf","ANTIGA ESCOLA PASÍFAE (FORA DE SERVEI)","393664","4564876","41,22829074","1,731249531","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.731249531 41.22829074)"
"0890190015","089019","Rupit i Pruit","Osona","LA CABANYA DEL VILAR","456592","4655730","42,05242477","2,475430323","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.475430323 42.05242477)"
"1700970021","170097","Arbúcies","Selva","APARTAMENTS LA FARGA","459306","4629668","41,81784419","2,510026719","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.510026719 41.81784419)"
"1703290009","170329","Cadaqués","Alt Empordà","HOTEL MISTY","523124","4682289","42,29248135","3,280504012","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (3.280504012 42.29248135)"
"1703350015","170335","Caldes de Malavella","Selva","PISCINES MUNICIPALS","483451","4631858","41,83844141","2,800678806","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18415","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.800678806 41.83844141)"
"1703720001","170372","Campelles","Ripollès","HOTEL TERRALTA","429649","4681053","42,27851898","2,14680342","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.14680342 42.27851898)"
"1704700083","170470","Castelló d'Empúries","Alt Empordà","COMUNITAT DE C. PUIG ROM, 19","508492","4677902","42,25326783","3,102947792","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.102947792 42.25326783)"
"1706380002","170638","Espinelves","Osona","CAMPING LA BALMA","452401","4634477","41,8607716","2,426504679","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.426504679 41.8607716)"
"1706690024","170669","Figueres","Alt Empordà","KI-HOP","497230","4679934","42,27160982","2,96640979","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/23871","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (2.96640979 42.27160982)"
"1708900021","170890","Llagostera","Gironès","CISTELLA DE BÀSQUET LLAGOSTERA RESIDENCIAL","492666","4631052","41,83132081","2,911676845","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/21084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.911676845 41.83132081)"
"1709630010","170963","Llosses, les","Ripollès","EL BAC","425074","4667026","42,15177692","2,093134783","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.093134783 42.15177692)"
"1715230034","171523","Roses","Alt Empordà","HOTEL MONTECARLO","512635","4678873","42,2619568","3,153194047","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.153194047 42.2619568)"
"1715570042","171557","Salt","Gironès","ESPAI SOM SALT","483412","4647080","41,97554149","2,799781162","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/39057","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.799781162 41.97554149)"
"1716420012","171642","Sant Hilari Sacalm","Selva","CASA RURAL LA VILETA","455467","4638599","41,89807474","2,463133032","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.463133032 41.89807474)"
"1720230069","172023","Tossa de Mar","Selva","CASA GRANADOS","494303","4618356","41,7169812","2,93151293","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (2.93151293 41.7169812)"
"1720950008","172095","Vall-llobrega","Baix Empordà","CAMP DE TERRA C. REI LOTARI","510454","4636356","41,87905824","3,125990874","Ajuntament","Ajuntament","Pública directa","No publicada","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.125990874 41.87905824)"
"1723330012","172333","Vilobí d'Onyar","Selva","PISTA POLIESPORTIVA CAN TERRER","476823","4637512","41,88919945","2,720628346","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/18409","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","POINT (2.720628346 41.88919945)"
"1790260009","179026","Forallac","Baix Empordà","SKATEPARK MUNICIPAL","503693","4645833","41,96447605","3,044567179","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/24552","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (3.044567179 41.96447605)"
"2501750014","250175","Alins","Pallars Sobirà","APARTHOTEL SPA AREU","362487","4716836","42,59169316","1,323972418","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.323972418 42.59169316)"
"2502540052","250254","Naut Aran","Val d'Aran","COMUNITAT DEL C. CASTETH, S/N","323551","4729714","42,69966413","0,8457080307","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.8457080307 42.69966413)"
"2504040007","250404","Balaguer","Noguera","PARC DE LA TRANSSEGRE","317831","4628485","41,78731081","0,8077057113","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/29994","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","POINT (0.8077057113 41.78731081)"
"2512070131","251207","Lleida","Segrià","JUDO DOJO LLEIDA","302015","4611091","41,62698757","0,6232970192","Privat esportiu","Privat esportiu","Privada esportiva","https://equipaments.esport.gencat.cat/ceeree/equipaments/31175","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (0.6232970192 41.62698757)"
"2512070145","251207","Lleida","Segrià","ROCÓDROM  DE MAGRANERS (FORA DE SERVEI)","305607","4608834","41,60755825","0,6671148234","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.6671148234 41.60755825)"
"2512070325","251207","Lleida","Segrià","OZON LLEIDA","299600","4611595","41,63092034","0,5941619696","Privat esportiu","Privat esportiu","Privada esportiva","No publicada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.5941619696 41.63092034)"
"2512140011","251214","Les","Val d'Aran","TERMAS BARONIA DE LES","312997","4742706","42,81407483","0,7126518657","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (0.7126518657 42.81407483)"
"2512350005","251235","Lladorre","Pallars Sobirà","CAMPING CAN SERRA","356129","4719365","42,61329839","1,245876097","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","POINT (1.245876097 42.61329839)"
"2513480002","251348","Menàrguens","Noguera","CAMP DE FUTBOL MENÀRGUENS (FORA DE SERVEI)","312775","4621554","41,72375433","0,7490862042","Ajuntament","Ajuntament","Pública directa","No publicada","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","POINT (0.7490862042 41.72375433)"
"2513860011","251386","Montgai","Noguera","CAL MANJÓ 1 I 2","330625","4629550","41,79973167","0,9612724158","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.9612724158 41.79973167)"
"2521730007","252173","Tàrrega","Urgell","PARC DE BOMBERS DE TÀRREGA","345919","4612700","41,65116069","1,149624312","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25854","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.149624312 41.65116069)"
"4300430008","430043","Alcanar","Montsià","CAMPING CASES","291073","4492511","40,55702648","0,5323435351","Privat turístic","Privat turístic","Privada residencial i turística","No publicada","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","POINT (0.5323435351 40.55702648)"
"4300940002","430094","Alforja","Baix Camp","INSTAL·LACIONS ESPORTIVES PARC AMICS D'ALFORJA","330633","4564208","41,21153882","0,9797432663","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/20485","0","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","POINT (0.9797432663 41.21153882)"
"4303790202","430379","Calafell","Baix Penedès","COMUNITAT DEL C. ROINE,1","382894","4560828","41,1903502","1,603557367","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.603557367 41.1903502)"
"4305090008","430509","Creixell","Tarragonès","PISTA POLIESPORTIVA MUNICIPAL (FORA DE SERVEI)","369059","4558790","41,16988063","1,439071875","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.439071875 41.16988063)"
"4308590004","430859","Molar, el","Priorat","CAMP DE FUTBOL MUNICIPAL","307475","4559563","41,1645549","0,7051686964","Ajuntament","Ajuntament","Pública directa","https://equipaments.esport.gencat.cat/ceeree/equipaments/25299","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","POINT (0.7051686964 41.1645549)"
"4309230001","430923","Mont-roig del Camp","Baix Camp","EDIFICI ""MIRANDA""","326521","4541497","41,00621912","0,9371359787","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (0.9371359787 41.00621912)"
"4312050007","431205","Querol","Alt Camp","CAMP DE FUTBOL MAS GASSONS","372734","4585376","41,40986244","1,477308717","Ajuntament","Ajuntament","Pública directa","No publicada","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.477308717 41.40986244)"
"4312330049","431233","Reus","Baix Camp","EDIFICI NOU PARK (GABRIEL NICOLAU)","341386","4558316","41,1606714","1,109465747","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.109465747 41.1606714)"
"4312330054","431233","Reus","Baix Camp","COMUNIDAD DE PROPIETARIOS DOMENECH","341184","4558383","41,16123507","1,107041985","Privat residencial","Privat residencial","Privada residencial i turística","No publicada","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (1.107041985 41.16123507)"
"4312330089","431233","Reus","Baix Camp","PUNT D'INFORMACIÓ PR-C 28","340555","4556358","41,14288049","1,100075354","Ajuntament","Ajuntament","Pública directa","No publicada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","POINT (1.100075354 41.14288049)"
